video_id,channelTitle,title,publishedAt,description,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount,publishedDay,durationSecs
-B6Kn4fSnzw,Bong Eats,Badhakopir Bora/Pakora—The Crispiest Cabbage Fritters + Batter-Fried Cabbage,2019-01-25 03:08:40+00:00,"Cabbages are delicious when they are in season, but by the end of winter, everyone is getting tired of cabbages. That is where this badhakopi'r bora (or cabbage fritter or cabbage pakora) comes in. This can be made all year round, even with cabbage that is past its prime. Serve this with dal-bhaat, hot khichuri, or simply as an easy evening snack with tea. They are scrumptious!

We show you the secret to getting the crispiest badhakopi'r bora, plus an ingenious way to use the up the tough core of the cabbage that is usually thrown away.

GET PHUCHKA T-SHIRTS! https://www.redwolf.in/bong-eats

Read the FULL RECIPE at https://bongeats.com/recipe/badhakopir-bora
__
RELATED VIDEOS


OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Shonajhuri"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT4M23S,hd,false,270970.0,7688.0,0.0,329.0,Friday,263
C5ssoePb61Y,Bong Eats,Phulkopir data chorchori—Cauliflower stalks in a fiery mish-mash—Bengali data chorchori recipe,2019-01-18 03:03:16+00:00,"Phulkopi'r data chorchori: Phulkopi'r data (the stalk of cauliflower) is the main ingredient in this chorchori (a spicy mish-mash). This preparation is best made when cauliflower is in season during the winter months. The stalk of such cauliflower is kochi (tender), which means not only that it is less fibrous than off-season cauliflower stalk but that it is also less astringent. Other vegetables in this chorchori—potatoes, pumpkin, brinjal, tomatoes—add a variety of flavours and textures. The dominant spice is mustard paste, which lends it a fiery character. The phulkopi'r data, though cooked twice—first steamed and then sautéed—retain their bite. Fried dal'er bori (sun-dried lentil dumplings) adds nuttiness and crunch to contrast with the otherwise mushy texture of the chachchari. 

Bengali cuisine is littered with dishes that make use of ancillary parts of vegetables that would normally be thrown away—peels, leaves, stalk and so on. Bengal, which has lived through large-scale travesties including major famines and Partition, has had to be resourceful when it comes to sustenance. Cooks in the past may have turned to scraps, not-so-fresh vegetable rejects at the bajar, and tough, fibrous parts of plants that no one thought to eat previously to feed their families, but in the process they created dishes that have become embedded in the Bengali culinary tradition. 

WRITTEN LIST OF INGREDIENTS: https://bongeats.com/recipe/phulkopir-data-chorchori/
__
RELATED VIDEOS
The phulkopi (cauliflower) playlist: https://youtu.be/mo1i3fX_4co
Plain mosur dal: https://www.youtube.com/watch?v=plb-4p9V6U4

Kachkola'r khosha'r chachchari: https://www.youtube.com/watch?v=KeDkHdOq_1k
Lau'er khosha bhaja: https://www.youtube.com/watch?v=vqtAmpsppi4

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Priyo Phuchkawala"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT4M43S,hd,false,453862.0,10971.0,0.0,454.0,Friday,283
2m301mBiUls,Bong Eats,Roshopuli Pitha—Bengali Pithe Recipe—Coconut and Semolina Dumplings in Milk,2019-01-11 05:05:22+00:00,"Roshopuli is a type of ""pithe"" (pronounced pi-thay) or ""pitha"". In this Bengali sweet recipe coconut (freshly grated) and semolina (sooji) dumplings are cooked in milk flavoured with green cardamom. There is a variety of puli pithe that are made in winter in Bengal.

Pithe is an umbrella term used to describe a variety of sweets prepared during poush sankranti or the rice-harvest festival in Bengal, using rice, date-palm syrup (patali gur), coconut, milk, and flour.

FULL Text Recipe: https://bongeats.com/recipe/roshopuli/
__
RELATED VIDEOS
Phulkopir Singara: https://youtu.be/DzJkuI9UwYI
Patishapta Pitha: https://youtu.be/cgXjYYB2tLs
Nolen Gur'er Payesh: https://youtu.be/2ARM9JhfXsg
Lobongo Lotika: https://youtu.be/7FiVDkUjkF4

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Shonajhuri"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT4M,hd,true,632537.0,18368.0,0.0,662.0,Friday,240
wENVDMMG-Ks,Bong Eats,Phena Bhaat—Bengali Rice Congee—Quick & Easy Comfort Food | Sheddo Bhaat / Bhaate-Bhat,2019-01-04 03:42:15+00:00,"Phena Bhaat (ফেনা ভাত), also known as phensa bhaat, bhaate bhaat, or sheddho bhaat is a starchy rice gruel or porridge made with fragrant, short-grained, raw (non-parboiled, আতপ) rice such as gobindobhog or kalijira. Various types of seasonal vegetables are added to the rice for both flavour and nutrition.

We also like to add some mosur dal (red lentils) or moog dal (yellow mung lentils) along with the rice. This makes phena bhaat a one-pot meal that cooks in 15 minutes. Phena bhaat is served steaming hot with a spoon of ghee, butter or mustard oil. Boiled or fried egg is a common accompaniment. Any kind of bhaja (fries) like fried fresh fish or potatoes, or leftover torkaris (vegetable preparations), can be served on the side.

Many Asian paddy growing cultures have an equivalent of phena bhaat. The most well known variant is congee.
__
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/phena-bhaat
__
RELATED VIDEOS
Alu Bhorta: https://youtu.be/r6VFKDdjohg
Katla Machh Bhaja: https://youtu.be/fC4lcB2Crjw
Alu-Peyaj bhaja: https://youtu.be/fbm5Ar0fLzk
Jhuri Alu Bhaja: https://youtu.be/HJOm7zMTRX0

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Chowringhee"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT2M52S,hd,false,952135.0,25834.0,0.0,1525.0,Friday,172
bWLxmBdgJgw,Bong Eats,Grilled Egg-Mayo Sandwich—Calcutta New Market Style—Kolkata Street Food,2018-12-28 03:30:01+00:00,"This egg sandwich is a New Market–style grilled egg sandwich with a creamy filling of mayonnaise and soft-boiled eggs, and a buttery brown crust. It is an exceedingly easy and light snack, a special treat for egg-lovers. We have made ours along the lines of the NV Stores (Free School Street) grilled egg-mayo sandwich, which, when out shopping in the New Market area you can't go wrong with. Just don't forget to order a glass of chilled mosambi juice to wash it down.

__
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/grilled-egg-mayo-sandwich
__

Serious Eats perfect boiled eggs: https://www.seriouseats.com/2014/05/the-secrets-to-peeling-hard-boiled-eggs.html
__
RELATED VIDEOS
Coffee House egg sandwich: https://www.youtube.com/watch?v=o6HHAGIAWVI
Filter coffee: https://www.youtube.com/watch?v=nES6-bXFA6w
Doodh cha: https://www.youtube.com/watch?v=ntigmnhKrAY

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Priyo Phuchkawala"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT3M,hd,true,2690557.0,53456.0,0.0,931.0,Friday,180
dtyekBblwkA,Bong Eats,Chocolate Cake with Rich Chocolate Ganache—Christmas Special Easy Cake Recipe,2018-12-21 04:38:16+00:00,"As we bring the 2018 Christmas celebrations on this channel to a close, we leave you with a perfect dessert to ring in the new year. Our rich chocolate cake is constructed in two tiers. The sponge is moist and delicate, and melts in your mouth. Sandwiched between the sponges and smothered around them is a silky, decadent dark-chocolate ganache. This is a cake for birthdays and special occasions. But let's be real, you (and we) would eat this any day of the week.

LIST OF INGREDIENTS: at https://bongeats.com/recipe/chocolate-cake/

The tender crumb structure of the sponges comes largely from emulsifying the fat in the other liquids. Also unusual is this recipe's use of boiling hot water, which apart from reducing gluten (which tends to make cakes chewy) also helps with the emulsion. Here, we'd be remiss if we didn't credit ChefSteps' chocolate cake recipe (linked below). Can't thank them enough for turning us on to the hot-water technique. We've made several chocolate cakes in our day, and this was by far the best we've had.

Source credit--
CHEFSTEPS' ULTIMATE CHOCOLATE CAKE: https://www.chefsteps.com/activities/ultimate-chocolate-cake

__
RELATED VIDEOS
Steamed ginger pudding: https://www.youtube.com/watch?v=mB3ImCyk7NU
Christmas fruitcake: https://www.youtube.com/watch?v=Cd0x661PujE&list=PLGX3dcCcJDYxj4vK9S3uvL4WSGS69ahcf

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Une Vie D'enfant - Bossa Nova (Scottish Lente)"" by AMAZONe 

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT5M33S,hd,false,1018749.0,32029.0,0.0,1322.0,Friday,333
xdGy5VXby14,Bong Eats,How to Tie a Roast—follow these easy steps to truss a roast perfectly,2018-12-16 02:39:23+00:00,"If you've wondered how you should tie your meat for a perfect Christmas roast, you've come to the right place. Trussing the roast not only helps the slab of meat retain its shape, it also leads to even cooking. All you need is a piece of cotton string/twine and your meat!

POT ROAST RECIPE: https://www.youtube.com/watch?v=Fy7GR2u_3oo

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Diga Diga Doo"" by Alligator Gumbo (https://soundcloud.com/alligator-gumbo-leeds/diga-diga-doo)

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT2M18S,hd,false,113132.0,843.0,0.0,17.0,Sunday,138
Fy7GR2u_3oo,Bong Eats,Beef Pot Roast—Christmas Special Anglo-Indian Recipe—Slow-Cooked Beef Chuck Roast,2018-12-14 05:45:29+00:00,"Beef pot roast is a classic dish that manages to be comforting and flamboyant at the same time. It is perfect for the Christmas dinner! As you can tell a braised slow-cooked recipe like this is flexible. You can use different condiments, different flavourings, herbs, spices, use stock, tomato puree, or wine instead of plain water for the braising liquid—just as long as you stick to the basic process it should be good. The pot roast recipe in this video is from Patricia Brown's 'Anglo Indian Food and Customs', although the technique has been modified in places based on Kenji Lopez-Alt's pot roast recipe in his book 'The Food Lab'.

Since the beef cooks for a long time in the braising liquid please don't add salt to the gravy until the end or else by the time everything is reduced down it may be too salty. We have trussed the roast, because it makes for a nicer presentation. You can easily skip this step if you want.

The leftovers of the roast are perfect for making jhalfrezi—another Anglo-Indian favourite.

----------------------
How to Truss a Roast: https://www.youtube.com/watch?v=xdGy5VXby14

Patricia Brown's book (affiliate link): https://www.amazon.in/dp/0140271376?tag=bongeats0c-21

About that lid (Kenji's thoughts): https://www.seriouseats.com/2016/01/food-lab-follow-the-rules-for-the-best-all-american-beef-stew.html

__
RELATED VIDEOS

PRAWN COCKTAIL: https://youtu.be/E1oimNgvzGc
PORK VINDALOO: https://youtu.be/dzChtmsH7Bs
CHRISTMAS CAKE: https://www.youtube.com/playlist?list=PLGX3dcCcJDYxj4vK9S3uvL4WSGS69ahcf
STEAMED PUDDING WITH SAUCE: https://youtu.be/mB3ImCyk7NU

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Diga Diga Doo"" by Alligator Gumbo (https://soundcloud.com/alligator-gumbo-leeds/diga-diga-doo)

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT9M5S,hd,false,225078.0,6015.0,0.0,572.0,Friday,545
dzChtmsH7Bs,Bong Eats,Vindaloo Recipe—Anglo-Indian Recipe—Christmas Special,2018-12-07 05:27:41+00:00,"Pork vindaloo is hot-sour-spicy, almost pickle-like, braise of fatty pork with lots of garlic, vinegar and chillies. Vindaloo was born in Goa sometime in the 16th or 17th century after the Portuguese set up colony there. The word vindaloo comes from the Portuguese recipe 'vino de alhos' where 'vino' refers to (wine) vinegar and 'alho' is the word for garlic. Vindaloo is a fusion of Portuguese, Goan and South Indian ingredients and cooking. 

This particular recipe comes from the book 'Curry: A Tale of Cooks and Conquerors' by Lizzie Collingham. The book, besides being one of the best writings on Indian food history, has some fantastic recipes such as this one. We looked at a lot of recipes, both online and in books, but honestly this recipe of vindaloo—though a little more elaborate in the number of spices—is in our opinion one of the best.

Considering just how good this vindaloo tastes, it is really easy to make if you have all the ingredients. While the original recipe used pork, you can use duck instead of pork too.

Get the book: https://www.amazon.in/dp/0099437864?tag=bongeats0c-21 (affiliate link)

View the FULL RECIPE at https://bongeats.com/recipe/vindaloo/
__
RELATED VIDEOS
Christmas fruitcake: https://www.youtube.com/watch?v=Cd0x661PujE&list=PLGX3dcCcJDYxj4vK9S3uvL4WSGS69ahcf&index=2
Steamed ginger pudding: https://www.youtube.com/watch?v=mB3ImCyk7NU
Prawn cocktail: https://www.youtube.com/watch?v=E1oimNgvzGc
Chilli pork: https://www.youtube.com/watch?v=VjVYttymMTA

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
'Bushwick Tarantella' by Kevin McLeod

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT5M23S,hd,false,806234.0,14903.0,0.0,691.0,Friday,323
mB3ImCyk7NU,Bong Eats,Steamed Carrot-Ginger Pudding with Tea-Custard (Crème Anglaise)—Anglo-Indian Recipe for Christmas,2018-11-30 03:00:02+00:00,"Steamed puddings are old-fashioned desserts that were common in England before households had reliable ovens. Steamed puddings lie somewhere in the middle of the cake–pudding continuum—neither as light and airy as a cake, nor as silky and moist as a modern pudding. We loved its unique texture when we tried it! This recipe is based on the original recipe in 'Anglo-Indian Food and Customs' by Patricia Brown. We turned what was originally a carrot steamed pudding into a ginger pudding by adding ginger—both paste and candied. We also changed the proportions to match the sweetness and the texture that we wanted.

Steamed puddings are commonly served with a custard sauce—crème anglaise—which we decided to infuse with tea. The idea of a ginger pudding with a tea sauce sounded perfect, and to our surprise it really works!

Steamed puddings are traditionally made in pudding basins, which are made of metal or ceramic. Some have lids and some—like the one we are using—need to be covered with a foil and baking paper with a pleat that allows the pudding to expand. It also has a lip which lets you tie a string around it and create a sling with which the pudding pot can be safely lowered into and retrieved from the pot of boiling water. 

If you enjoy the history of food and are not afraid to try something new you should try this recipe.

View the FULL RECIPE at https://bongeats.com/recipe/steamed-carrot-ginger-pudding/

Get the book (affiliate link): https://www.amazon.in/dp/0140271376?tag=bongeats0c-21
__
RELATED VIDEOS
Christmas fruitcake: https://www.youtube.com/watch?v=Cd0x661PujE&list=PLGX3dcCcJDYxj4vK9S3uvL4WSGS69ahcf&index=2
Prawn cocktail: https://www.youtube.com/watch?v=E1oimNgvzGc

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
'Allemande' by Wahneta Meixsell

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT6M46S,hd,true,201079.0,7005.0,0.0,551.0,Friday,406
jRhmYqTJP0w,Bong Eats,Moog-Masur Dal Recipe—Easy and Hearty Bengali Moong-Masoor Daal with Ripe Winter Tomatoes,2018-11-23 03:00:02+00:00,"This light moog-masur dal is a family favourite that tastes much better than you'd expect. With only a handful of ingredients and very little effort this easy Bengali dal has the power to surprise you. It tastes even better in winter when both tomatoes and coriander (leaves) are in season. But even in summer it is great with a squeeze of gondhoraj lime (a kaffir-like lime indigenous to Bengal). The key to perfecting this dal is to not cook the masoor and the mung dal too much so that they retain their texture. For this reason we have made this without a pressure cooker since an open pot gives you more control and it does not really take long to cook anyway. This moong-masoor dal can be served with batter fried vegetables such as the phulkopi'r bora (cauliflower fritter) shown here or with any tarkari (vegetable dish) of your choice.

__
RELATED VIDEOS
Phulkopi'r bora: https://www.youtube.com/watch?v=mo1i3fX_4co
Panch phoron: https://www.youtube.com/watch?v=gNj33BZYcPs

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Shonajhuri"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT2M34S,hd,true,502005.0,10228.0,0.0,338.0,Friday,154
pwFDccjdW_M,Bong Eats,Chirer Polao—Bengali Poha with Fresh Winter Veggies—Easy Breakfast or Snack Recipe,2018-11-16 04:07:03+00:00,"Chire'r or chira'r polao is a quick, simple and delicious dish that is commonly served as a snack or breakfast in Bengali homes. Chira is the Bengali word for flattened rice, known variously as pohe in Marathi, aval in Tamil and Malayalam, etc. Chira is an affordable staple all over India. While the Bengali chire'r polao may not occupy the glorious place that kande pohe occupies in Marathi households, it is loved nonetheless and is ideal for school tiffin boxes just as fresh winter vegetables such as cauliflower, peas and carrots start to make an appearance in the bazar.
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/chirer-polao
______________________________________________

🎥 RELATED VIDEOS
🎬 Bengali gorom moshla: https://youtu.be/9O6cw2jE4Jw 
🎬 Cha (tea): https://youtu.be/ntigmnhKrAY
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Priyo Phuchkawala"" © Bong Eats, composed by  @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT5M3S,hd,true,1311021.0,28565.0,0.0,654.0,Friday,303
DzJkuI9UwYI,Bong Eats,Phulkopir Shingara Recipe with Perfect Folding Technique—Winter Special Bengali Spicy Stuffed Pastry,2018-11-09 04:00:00+00:00,"Eating phulkopi'r singara is best described as transcendental experience. Time stops still, and after you are done everything else in life seems to hold little attraction. Now that you have been warned, let us talk about the phulkopi'r shingara itself.

Phulkopi'r shingara means shingara made with cauliflowers. This means that to make this shingara you must use only the best seasonal cauliflowers. In Bengal cauliflowers are in season in winter. The shingara is ubiquitous all over Bengal, yet a proper shingara recipe is surprisingly hard to come by. All of the recipes we have found on the internet or cookbooks are ""home-style"" and don't taste like the spicy, jhaal (hot) and mildly sweet shingara sold in sweet shops and chop'er dokan (small fried goods shops). We figured out the recipe of the shingara filling around 2010 and since then have been guarding it like a secret. Today we are publishing it for everyone.

Another common problem with most of the shingara recipes on the internet is that the folding technique is not exactly right. The base of the singara actually has a double fold, creating four layers. It is quite difficult to get right, but we found help in YouTuber Selina Rehman's shingara video. Her video is the only video that shows this technique in a way that is easy to follow.  It can be used to fold samosas as well.

This recipe is laborious, no doubt, but if you follow the measures to the T you will have made one of the best shingaras you have had.
______________________________________________
🙏🏾 Singara folding video by @Selina_Rahman: https://youtu.be/gCvcsEDlsVU
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/phulkopir-shingara
______________________________________________

🎥 RELATED VIDEOS
🎬 Panch phoron: https://youtu.be/gNj33BZYcPs
🎬 Bengali gorom moshla: https://youtu.be/9O6cw2jE4Jw 

🎬 Cha (tea): https://youtu.be/ntigmnhKrAY
🎬 Plain shingara with sweet chutney: https://youtu.be/KeOqS0CAeZ4
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by  @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT8M16S,hd,true,1057874.0,24658.0,0.0,912.0,Friday,496
_LFgY4GGq60,Bong Eats,The Perfect Spicy Alur Tarkari for Kochuri—Spicy Bengali Potato Curry,2018-11-02 03:00:02+00:00,"This spicy kochuri'r alu'r tarkari (as our friends will testify) is our secret recipe that we have guarded with our life for eight years. We arrived at it through various permutations and combinations in 2010, and since then have been making this at every luchi-aloo torkari party for loved ones. After two years of running this channel, we are finally revealing this to our viewers with a mixture of reluctance and joy. Please use this recipe responsibly.

Of course this alur tarkari is not our invention. However, there are no real recipes that we have found anywhere on the internet or in recipe books.

It is the quintessential mishtir dokaner alu'r torkari that is made in sweet shops, as well as Bihari Kochuri shops in Bengal, and served with either hinger kochuri, or luchi, or puri along with a lonka'r achaar (green chilli pickle) and a sweet chutney. Every shop makes it a little differently, but the basics are the same. 

Growing up, my favourite kochuri shop was this trio of shops in Sealdah market called Shuruchi, Mukhoruchi and Abhiruchi. Thousands of people everyday consumed huge wicker baskets full of hot hing kochuri served in shaal patar'r thonga (cones made from dried shaal leaves), topped with a ladle full of steaming hot spicy alu'r torkari. Another firm favourite is Maharani (actually Maharaja, but everyone we know calls it Maharani even though there is a shop actually called Maharani just down the road) on Lansdowne. If you go early in the morning you will find morning walkers gorging on kochuri alur torkari, followed by hot sweet pantua or jilipi and finally a big earthen cup of tea. 
__
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/kochurir-alur-torkari
__
RELATED VIDEOS
Kochuri: https://youtu.be/pNM72sd1phE
Luchi: https://youtu.be/qH1kB0u35dI
Cha (tea): https://youtu.be/ntigmnhKrAY
Chhola'r dal: https://youtu.be/MtcAg-5SeT8

Panch phoron: https://www.youtube.com/watch?v=gNj33BZYcPs
Gorom moshla: https://www.youtube.com/watch?v=9O6cw2jE4Jw
__

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Shonajhuri"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT5M30S,hd,true,2911576.0,73110.0,0.0,2694.0,Friday,330
B_B0Is-OAFg,Bong Eats,"Bengali Egg Tadka/Veg Tarka Fry—Easy, Perfect Dhaba-style—Kolkata Street Food Recipes",2018-10-26 07:12:23+00:00,"Tadka dal (or, as Bengalis call it, torka'r dal) and roomali rooti is the Bengali's favourite fallback dinner. On the way back from work the tired Kolkata worker will often stop by at the street-side dhaba to buy an earthen pot of steaming egg torka and some roomali rooti. The tarka most likely comes from the city's Punjabi community that owns and operates famous dhabas such as Russel Punjabi Dhaba, Jai Hind Dhaba, Balwant Singh’s Eating House, Bachchan's Dhaba, and many more. These dhabas stay open late in the night and serve customers buttery tarka, rotis, chicken bharta, tandoori chicken, lassi, and tea.

In our recipe we have tried to emulate the tarka prepared on the streets, cooking it in two stages—once with the spices, and then finishing in small batches on a screaming hot pan for the smoky flavour. This two-step process is important to achieve the dhaba style tarka flavour. For the egg tarka just like the dhabas, we don't fry the eggs separately. Instead the eggs are whisked in and cooked briefly to give the egg tarka a creamy texture—the eggs get cooked in the residual heat leading to silky strands of egg instead of ending up dry, rubbery.
__
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/tadka
__
RELATED VIDEOS
Rooti: https://www.youtube.com/watch?v=jnQgkwVsMgc

OUR KITCHEN TOOLS (affiliate links; we earn a small commission): https://bongeats.com/kit

MUSIC 
""Priyo Phuchkawala"" composed by Bemanan for Bong Eats

GET THE ALBUM
""Quorma-Kaliya-Polao"" at https://kit.com/bongeats/music-album-quorma-kaliya-polao

FIND US on Facebook, Instagram, Twitter, and Google Plus @bongeats",PT5M39S,hd,true,2554709.0,47107.0,0.0,1235.0,Friday,339
jndSaH1qk2o,Bong Eats,"Chelo Kabab—Peter Cat Favourite—Tehdig, Jujeh/Chicken and Koobideh/lamb keema Kabab—Pujo Special",2018-10-05 09:23:44+00:00,"Chelo kabab, to any Calcuttan, is a dish served at Peter Cat—the 70’s restaurant on Park Street that doesn’t accept reservations, and always has a crowd of people waiting outside for a table. When they manage to get that coveted table, chances are, half of them are going to order a Chelo Kabab. Peter Cat may call the Chelo kabab “THE PROTECTED REGIONAL PRODUCT OF WEST BENGAL”, but Chelo Kabab happens to be an Iranian dish comprising chelo (fragrant rice) and kabab (barbecued meats). Our recipe shows two types of kababs—jujeh or chicken kabab and koobideh or minced lamb kabab served with buttered saffron rice (chelo), roasted tomatoes, onions, capsicum, a fried egg and last but not the least the crunchy delicious rice crust or tehdig/tah-dig.

For this festive video we wanted to recreate Calcutta Peter Cat's famous chelo kabab. But when researching this recipe, we fell down the rabbithole that is the world of Persian cuisine—so we figured why not make chelo kabab, Iran’s “national dish”, the way it would be made Iran. The main source for these recipes is Najmeih Batmanglij tome on Iranian cooking—Food of Life: Ancient Persian and Modern Iranian Cooking and Ceremonies. The spices used are more subtle than what we associate with kababs in Mughlai cuisine.

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/chelo-kabab
______________________________________________

📕 BUY THE BOOK “Food of Life: Ancient Persian and Modern Iranian Cooking and Ceremonies” https://geni.us/jsB3y
🛒 BUY SUMAC online: https://geni.us/dpP3uW2
______________________________________________

ℹ️ REFERENCES

- Serious Eats, Sausage and Science of Salt: https://slice.seriouseats.com/2011/09/the-pizza-lab-why-does-sausage-need-to-be-salty.html

- Serious Eats, Adana Kabab: https://www.seriouseats.com/2014/08/the-food-lab-how-to-make-turkish-adana-kebabs.html 

- Bon Appétit: https://youtu.be/Pa3ao2TVn1A 

- Munchies Episode on Iran: https://youtu.be/KUUdBqhGZlk 

- Anthony Bourdain, Parts Unknown, Iran Episode (S04E06)
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________
🎶 MUSIC 
""Le petit fille de la mer , Vangelis"" by Ali Choolaei and ""Si Tu Vois Ma Mère (Tar Version)"" by Ali Choolaei: https://soundcloud.com/ali-choolaei

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT10M40S,hd,false,1164778.0,32581.0,0.0,1501.0,Friday,640
