video_id,comment
ABL3qguRomA,Khorcha r Khorcha
ABL3qguRomA,Love it..
ABL3qguRomA,Thanks ❤️👍🏻🙏
ABL3qguRomA,Why have you stopped uploading cooking videos in your channel nowadays?
ABL3qguRomA,What is 'charoli'  in Bengali?
ABL3qguRomA,U dint put sugar in it...
ABL3qguRomA,Please can you let me know from where you bought the blue & white Chinese bowl? I have been looking to buy this for so long. Love your channel and your perfect methods!
ABL3qguRomA,Yummy recipe.... And the presentation is awesome
ABL3qguRomA,These videos make me miss home so much
9plsiNv6qv8,Please give the calorie count of each paratha as you do in other recipes 😊
9plsiNv6qv8,😊how long can this be stored outside the fridge. Please let me know?
9plsiNv6qv8,Awesome & Thanks :)
9plsiNv6qv8,"We biharis love your videos as much as bong, you really make amazing food.
Although in this I will prefer bihari version of sattu paratha but i can be biased as i am bihari."
9plsiNv6qv8,"U use water in sattu Paratha?????
Where is mustard oil?????
Wrong dish"
9plsiNv6qv8,Omg the bestest recipe so yummy & healthy thank you bong eats❤
9plsiNv6qv8,"Sis this is a Bihari dish and no sugar is added at any stage. In the Chhatu mixture lemon juice, garlic and mustard oil is also added."
9plsiNv6qv8,"God, this is making me so hungry!!"
9plsiNv6qv8,i tried this recipie it’s too yummy
9plsiNv6qv8,I have no sattu we used chana dal make soft and grind
9plsiNv6qv8,"I never heard of this porota before, but I made it today for a friend who’s temporarily homeless (😢), since it keeps well and sustains farmers, travelers, and students alike! I didn’t even have chattu, but I carefully toasted besan. My friend won’t have achar, and the finely-milled besan is a bit dense  😬… so I made the chattu mixture very flavorful, following the advice from all the lovely Biharis in the comments! Mustard oil, kalo jeera, black pepper, garlic, and lemon juice. Also, I added amchur and lanka guro to reinforce the tauk/sour and jhal/spicy, and I used half coriander leaves & half curry leaves for the herbs. I hope the spices will keep my friend healthy through this tough period. I think it tastes fantastic, will make it again for myself to eat with plain yogurt or dal."
9plsiNv6qv8,the recipe is good...and the sounds are so satisfying ❤️
9plsiNv6qv8,"From a bong born in Bihar, love it. As suggested mustard oil, lemon juice and a green chillies make sattu super yum. Keep it coming :)"
9plsiNv6qv8,Love sattu ka paratha 😊 Thank you for the recipe. Needed some mustard oil and some lime juice for that perfect Bihari touch.
tT_N5n5mLrs,Bro....dek ki he maza agaya....right now my mouth is filled with saliva.
tT_N5n5mLrs,Sorry to say but This is not the one.
tT_N5n5mLrs,"Hello admin 💤, please share the ingredient list 🙏, the link you mentioned is not working."
tT_N5n5mLrs,"A very authentic and elaborate recipe, and much appreciated.  I can smell the spices from California!  This is one of your finest to date. The visuals were very good and clear.  The first time I tasted Haleem was in a Pakistani cafe in Redondo Beach, Los Angeles area, California.  An old school Muslim guy who owned this cafe was giving out bowls of Haleem to customers urging them to try it.  I did.  I felt it warming up my whole body it was incredible, just like a hot water bottle INSIDE my tummy. The heat rose from the food, the energy dense wheat, barley, meat, and spices.  Sure keeps you warm in winter!

I had not heard of cubeb or tailed pepper/Java pepper before.  It appears that China used to buy this pepper from India in the 1700s, and Indians called it kabab (cubeb) chini (Chinese) due to to it's preference by the Chinese.  It's lovely to know all the Bengali words for spices.  You should do a video on that.  I also appreciate your lovely video on Shahi Gorom Moshla, wow!  Such a great one.  I have American friends who are all making it now!

PS - My comment would not be complete without my implacable resistance to your forced music.  It is such a pity that you need to add loud music (or any music) to this sensory overload of visuals, sound, instructions, measurements, flavorings, and analysis we are trying to do on a recipe.  A recipe is alchemy and we are chemists. Would you force music on chemistry students in a lab?  This is as much out of place as that would be.  Improve your channel by not adding music and you will move far ahead of the competition.  No one appreciates having music thrust upon them, repetitive and mind-numbing."
tT_N5n5mLrs,Go to Hyderabad & try to learn the recipe first properly
tT_N5n5mLrs,Not properly cooked
tT_N5n5mLrs,"A wonderful rendition that cannot be improved any further much as we may try. Thanks a lot to two of you. I was from Park Circus, Kolkata and I know the appeal of haleem that Kolkatans are often subjected to during this tie of the year."
tT_N5n5mLrs,"Honestly for me the essence of haleem is lost if I find huge mutton chunks. Meat has to blend in the gravy mix and for that only minced meat can be used.
Behrouz or hyd version any day better.
Kol version feels like other meat curry recipes."
tT_N5n5mLrs,Cooking them all together wouldn't be much different now would it?
tT_N5n5mLrs,oh my god thank you so much!!!
tT_N5n5mLrs,I tried. It was delicious. Thanks for the recipe. 👍 Ingredients list may be added at the start. It helps.
tT_N5n5mLrs,"I had to watch the entire recipe just because it was so enjoyable! Such a well-made video. Definitely, use this recipe to make haleem."
tT_N5n5mLrs,"Randomly mutton haleem khujlam, bong eats already post kore rekheche."
tT_N5n5mLrs,I wish you were my relative☹☹
tT_N5n5mLrs,how  much mutton was used?
tT_N5n5mLrs,Uff what a perfection 😃
yq3TzV5oYwc,I like your recipe very much
yq3TzV5oYwc,Will this taste good if i retain the kachkola skins?
yq3TzV5oYwc,Kachkola is not  my favorite  vegetable but this recipe is darun and I may try it.
yq3TzV5oYwc,"Can we use onion, since it’s a dalna? I have had this in my childhood, but don't remember if onion was used."
yq3TzV5oYwc,Please post more such veg recipes!! Please please 🙏🏻
yq3TzV5oYwc,Can I use biulir dal instead of masoor dal to make the bora?
yq3TzV5oYwc,12 GRAMS of salt? Plus all the other bits of salt. Are you trying to kills us 😂
yq3TzV5oYwc,"Mosur daal r theke motor daal r bora dile, ranna tar taste onyo level pabe"
yq3TzV5oYwc,"I like your every resipe, I enjoy making it,thank you"
yq3TzV5oYwc,In bengali there is a saying adae kachkola. How can we give ginger with kachkola?
yq3TzV5oYwc,Without music aur bhi achcha lagega video
yq3TzV5oYwc,Link to recipe seems broken?
yq3TzV5oYwc,Ur dishes and this background music..ufff.. both makes me like Go hungry.. jibhe jal eshe jaaye 😀❤️
PhERAAARNbc,Pragyasundari Devi is wife of our beloved  Assamese poet Laureate Laxminath Bezbarua.
PhERAAARNbc,This is not Chhana'r polao .
PhERAAARNbc,"I call this divine , its very unique and simple in its own way ,though it takes time to prepare the whole recipe but worth the wait 😋😍❤"
PhERAAARNbc,Can we use paneer instead of making the chana?
PhERAAARNbc,Thankyou bong eats channel ato  sundor ranna sikhawar jonno🙏
PhERAAARNbc,Khub sundor recipe..ami ei channel thek onek Ranna sikhchi.amr barir lok segulo kheye darun boleche
PhERAAARNbc,"Beautiful video Saptarshi..Hard work done, very much appreciated! It is  God's food you come out with finally."
PhERAAARNbc,This seems like a Bengali version of veg biryani
PhERAAARNbc,"Wow 😍
Recipe ta khub bhalo laglo"
PhERAAARNbc,I will definitely try to make it.
rmtXRsRV_8U,Offf aar para jachhe na 😂😂😂
rmtXRsRV_8U,"Im pregnant and all these snacks like alu kabli, murimakha phuchka are such cravings right now! But since I cant make them, im watching them in your channel😢😢😢😂😂❤❤❤"
rmtXRsRV_8U,It's best serve in kola pata pouch..
rmtXRsRV_8U,"I follow most of your videos. But here I am afraid to say that the veg chopping has not been as per tradition. Though I must add that the art of Alu Kabli is dying, and while we 45+ guys can remember it well, recreating it by the younger crowd will be a challenge. 

Additional Note: there are 2 distinct types, Bengali & Bihari. Just like jhaal muri/ moshla muri has 2 distinct types which again branch out as per parts of Kolkata or Bengal. Or, ghughni. Or, phuchka.

Kindly don't take my observations negatively, I'm extremely passionate about the Calcuttan street food scene, and I lament the slow demise or change in taste of the traditional preparations/ tastes of the above stuff, as also things like the Telebhajas, local parar dokaner rolls, the chhakni- chhnaka dudhchaa at the local shops, etc."
rmtXRsRV_8U,"It is ridiculous how authentic your recipes taste!😍 I’ve made them time and over and it never fails to amaze people!
If you could make a recipe for the phuchka wala’s aloo’r dum, I’d legit be forever indebted!😀"
rmtXRsRV_8U,"No meaningless chit-chat, 
No wasted time,
No face, 
No voice
PAIR of 🙏 HANDS 
DOING NICE JOB
That’s all 
I subscribed ✅"
rmtXRsRV_8U,"Everything is wrong here 
Starting from the cutting of aloo to the cutting of other stuffs"
rmtXRsRV_8U,Ah an emotion❣️...
rmtXRsRV_8U,I didn’t like the Biriyani. I suggest one should add oil in pressure cooker and cook the marinated mutton for atleast 15 mins without adding water. Then follow the other steps e.g add water and pressure cook.
rmtXRsRV_8U,School ar kotha mona pora galo.jast 👏
BS4qU-Lstv4,Give a thumbs up if you hate dharosh 😂
BS4qU-Lstv4,whats the kadhai made of?
BS4qU-Lstv4,This is soooo soothing and relaxing while I'm watching
BS4qU-Lstv4,Wow amazing places keep a upload bangali veg sabjis recipes..I love it and  I tried everything your recipes mind blowing this is..
BS4qU-Lstv4,Pls give the quantities in spoonfuls. No one is going to measure 20 g of seeds. A lovely recipe otherwise
BS4qU-Lstv4,My sabzi gets bitter how can i cut down the bitterness of mustard??
BS4qU-Lstv4,That's really good
BS4qU-Lstv4,I absolute loved this..
BS4qU-Lstv4,Wow so many tomatoes
BS4qU-Lstv4,Which knife u r using in this video..please share the link
BS4qU-Lstv4,Today I made an awesome dharosh shorshe posto... It was superb...all thanks to you guys...  Sluuurp 😋
BS4qU-Lstv4,"Why is almost every second webpage of recipe always says ""page not found"" Soooo hard to cook and keep rewinding :("
BS4qU-Lstv4,"We called ""bhedi"" in Bengali not dharosh."
qwTJfZoPACM,Why is my doka cooking broken?
qwTJfZoPACM,Followed this recipe to the T. Turned out horrible. All I could taste was ginger ☹️
qwTJfZoPACM,Nice recipe.  Can we use cornflour instead of maida?
qwTJfZoPACM,Amder moton manus oslosanus der tomra ranna korte badhho kore dao..seriously inspired aj 2 bochor theke ..prai onk ranna tomader theke sekha...onk bhalo basa tomader❤
qwTJfZoPACM,I followed this recipe exactly and it came out so well. Thanks for this video. Keep sharing more cooking videos 😊
qwTJfZoPACM,"The amount of chillies you used is enough to irritate the stomach.
However,the entire recipe was awesome"
qwTJfZoPACM,I luv to cook and hence follow each and every recipe of yours.....your tips r very helpful...keep going
qwTJfZoPACM,Lovely lovely lovely.. I m a big fan of your cooking
qwTJfZoPACM,Aamar gulo fry korar somae bhenge2 gaiche 😢
qwTJfZoPACM,Very nice recepe
qwTJfZoPACM,Multiple time I tried for making dhoka but every time got broken when putting into oil but your tricks is awesome it's absolutely work for me... Thank you team❤
YsL-JjrV0bw,Can I replace any other vegetable with the Brinjal?
YsL-JjrV0bw,"Excellent, let will surely try this."
YsL-JjrV0bw,Thank you
YsL-JjrV0bw,Aapki recipe bahut acchi hoti hai
YsL-JjrV0bw,Can we skip coconut in this recipe
YsL-JjrV0bw,Where can I get the mixer grinder you used to make the mustard paste ?
YsL-JjrV0bw,Thor er kono interesting ranna thakle share koro
YsL-JjrV0bw,Can anyone tell me what the taste and texture of mocha is please? I'm highly unlikely ever to get hold of some where I live :-(
YsL-JjrV0bw,"Kichu kichu recipes ache jegulo amar Thakumar hathe khawa...ai channel a segulo dekhle sotti khub bhalo lage,and feels like we can make them too...Its really an incredible emotion that occurs woth your recipes😊😊😊😍"
YsL-JjrV0bw,added new definition of paturi to my cookin dictionary 👏👍
YsL-JjrV0bw,Can I prepare it without brinjal?? I am very allergic to brinjal..
YsL-JjrV0bw,I like your channel .your way of cooking 😍
9EPeCZkvhhA,"Thanks for this recipe, it turned out amazing. Btw is there any hack for reducing the tanginess in case too much curd was used?"
9EPeCZkvhhA,Thank you so much for sharing such a wonderful receipe 👍 It's bring restaurant flavour in this recipe👍
9EPeCZkvhhA,So relaxing 😌😌😌
9EPeCZkvhhA,"this recipe looks like a chiken kasa,  it should be danadar gravy made from dahi and barista not so redis color. yellowy gravies."
9EPeCZkvhhA,Obsessed with this channel ✨
9EPeCZkvhhA,"Tips: use coconut burada for the right texture. Use yellow chilli powder for the correct heat. Rub with slit green chillis before marinating. Also in old Delhi the whole leg and thigh as well as big breast pieces are used. If you don't want to use water use chicken stock. But it helps with the flavours.

Great video and yummy recipe."
9EPeCZkvhhA,This is not proper prossce to MX onion and cashew
9EPeCZkvhhA,"White kurma+shushadu  Amon kurmar recipe charun.
Sylhet theke."
9EPeCZkvhhA,I think you need to startup a restaurant for the signature dishes. And you can earn passive money I'm just recommending you.
9EPeCZkvhhA,Chicken biriyani and chicken chap recipe please
9EPeCZkvhhA,Best Chicken Korma ever. I had around 5 pieces of chicken and now I'm commenting from the toilet.
9EPeCZkvhhA,"Why do you people list the measurements of the ingredients in metric in all your videos? Most of us have neither the idea about how much 8gm salt actually is nor we have measuring tools for that.
I think it would be much better if you can quantify those ingredients via non metric means."
9EPeCZkvhhA,Yummy ❤️
9EPeCZkvhhA,One requested video frm me..... Plz make any gravy type recpie of chicken keema for roti...... Plz plz plz ❤
fsKWx5asmdc,I am a vegetarian and I am loving your veg recipes. Could you please provide the recipe for niramish vegetable jhol/ sheddo jhol as its usually called..Thanks/ Seem Saigal❤
fsKWx5asmdc,Mouthwatering
fsKWx5asmdc,"Which vegetable oil you use in cooking, apart from mustard oil"
fsKWx5asmdc,This seems luscious and tempting
fsKWx5asmdc,Thanks 🫂😊❤️
fsKWx5asmdc,Where is murighonto of bong eats?
fsKWx5asmdc,I may sound dumb but can anyone suggest me how to understand the percentage of rice cooked?
fsKWx5asmdc,Most authentic channel...🤗😍
fsKWx5asmdc,Is this an old menu of bengali dish...or Is this thakurbari er ranna
fsKWx5asmdc,"It's just awesome ❤️❤️❤️❤️
Plz murighont er recipe ta share koro"
qG5I93o3cH0,Can you share the belt details too...specially the white and navy ones are so good
qG5I93o3cH0,"Love bengali veg and this simple recipe is amazing, thanks."
qG5I93o3cH0,Thanks!
qG5I93o3cH0,Simple is beautiful just like our moms!
qG5I93o3cH0,Made it yesterday... It tasted delicious please keep on uploading dishes like this.
qG5I93o3cH0,I tried this recipe..It came out wonderful...The combination of bitter gourd and pumpkin is unique....The sweetness of pumpkin and bitterness of gourd gives a yummy balanced taste.
qG5I93o3cH0,"Ei Prothom ami amar cheleke ucche khaowate parlam..
Thanks..
Tusi great ho..."
qG5I93o3cH0,😋 Delicious
qG5I93o3cH0,Made it today and my family loved it!!
qG5I93o3cH0,"I tried this today, turned out very tasty. Was my first time with pumpkin. We made this with rice and raw mango daal from your channel."
qG5I93o3cH0,Tasty !!!
qG5I93o3cH0,Loved it
qG5I93o3cH0,The infamous. . .
qG5I93o3cH0,instead of throwing karela seeds can grind them in mixer n use to thick gravy.
qG5I93o3cH0,"Delicious 😋
I am a big fan of Indian Bengal cuisines."
t6GK5Ix7VYE,"Thanks for sharing but you said sweet and sour, where does sourness come from ?"
t6GK5Ix7VYE,"Eta choto theke panchforon r ada bata die kheye eschi. Ebar kalo jeere r tomato try korbo.
@bongeats ke ki bolbo..apnara oshadharon.."
t6GK5Ix7VYE,A big smile when you have all the veggies available 😉
t6GK5Ix7VYE,Sojnephuler bora hoi shunechi posto diye kore dekhaben
t6GK5Ix7VYE,Awesome recipe
t6GK5Ix7VYE,This background music...oh my my
t6GK5Ix7VYE,Can i use panchforon instead of kalo jeera...plz reply
t6GK5Ix7VYE,Osadharon.. Kintu begun halka bheje nile bhalo hoto I think
t6GK5Ix7VYE,Thank you very much for more veg recipes 🙏
t6GK5Ix7VYE,Thank you very much for veg recipes 🙏
t6GK5Ix7VYE,Perfect..
t6GK5Ix7VYE,Delicious
t6GK5Ix7VYE,Onek din recipe share korcho na .am waiting for your recipe.......... good night.
t6GK5Ix7VYE,"We sindhis also make drumsticks in the same manner, sans pumpkin and little more tomatoes. Amazing to note similarity."
BI1v4Y8Td_M,This mixer is not shown in your kitchen kits. Is it nutribullet?
BI1v4Y8Td_M,Love this site!!
BI1v4Y8Td_M,"Thank you so much for those ghoroya recipes, ❤ rannay onek somoy himsim khete hoy, tokhon ei channel tai vorsa, ❤"
BI1v4Y8Td_M,With so minimal ingredients I am excited to make this recipe. Thank you!
BI1v4Y8Td_M,"Can u tell which peeler you used 
Peeler Brand name please"
BI1v4Y8Td_M,Avoid onion ..Add 3/4th posto bata ..initially and 1/4th...portion 2 minutes before finishing ...
BI1v4Y8Td_M,For me my gf introduced to me this tatse now she is gone but the tatse  remain forever. Posto is really something unique for our tongue 🤪🤪
BI1v4Y8Td_M,How can a vegetarian dish have onions?
BI1v4Y8Td_M,I just made it exactly like the video and it’s was delicious!! ❤ thank you bongeats i follow you guys religiously ❤
BI1v4Y8Td_M,For me this dish is classic and my most favourite childhood dish that I still eat till this day. My grandma makes a version of it which is consisting of Tomato and aubergine. And honestly it's really lovely
BI1v4Y8Td_M,Kalo jeere ta posto r bangal version.. authentic noi
BI1v4Y8Td_M,I like your recipes and Your taste ok making videos and your concepts
HHdDtftfA-U,"Excellent!! If I were to make a large number for a party and make them in two stages, where would you recommend I stop stage 1?"
HHdDtftfA-U,What's the alternative to Indo-Chinese chilli sauces? does any hot sauce word?
HHdDtftfA-U,Lovely
HHdDtftfA-U,The ASMR videos of food preparation are really good
HHdDtftfA-U,Can we make chicken lollipop without skin?
HHdDtftfA-U,Hii bro is work form patna (stet bihar)
HHdDtftfA-U,"Could you please share the recipe for red chilli sauce. Sorry, couldn't find the link in description."
HHdDtftfA-U,Can you please the chicken stock recipe .. I cannot find it
HHdDtftfA-U,Ma'am please Chinese sauces ki kaunsi brand  aap use karte ho woh bhi mention karo
HHdDtftfA-U,One day my North indian friend said leg piece is the lolipop i went to delhi to check i fainted on spot was sent to hospital
HHdDtftfA-U,sorry to say but Ajinomoto is an unhealthy ingredient.
HHdDtftfA-U,Which dark soya souch u used?
HHdDtftfA-U,"Hello, 
Today I made this for a party. Everyone
Liked it.. It tasted yummy. Thank you so much❤❤❤"
HHdDtftfA-U,Plz rply wat happn if we g. Whole egg
HHdDtftfA-U,Can you please share the recipe of bengali street style chicken pakora
horWPfCfog8,where to buy this spatula/palta? any link description ?
horWPfCfog8,"Mam I won't aluminum kadai with lid.
Please help me 🙏"
horWPfCfog8,Amar chhele apnader channel theke ranna shikhe amake ranna kore khaiyechhe...thank you so much 🥰
horWPfCfog8,Which mini weighing scale do u use for like 5 gm etc
horWPfCfog8,Hey We Want a 2023 Version ❤
horWPfCfog8,You guys should consider starting a cooking institute
horWPfCfog8,"Honestly I,dont want to add anything to the list! I guess Good investment in these things and I am good to go for life!!!"
horWPfCfog8,Thanks 🙏
horWPfCfog8,"This is soo useful dada 
👍🏻"
horWPfCfog8,Great video... pls let me know how much ur korai price. coz Dhaka te ei korai ta pai na...without handle.
horWPfCfog8,Almost PhD level research. Mind blown. Keep it up guys. Its so sad that I found you when iam well beyond my prime and cant make or eat a lot of the recipes you show for health reasons 😔
horWPfCfog8,Its really helpful and i must say well described the uses also.
horWPfCfog8,Hi which knife and brand is good for bread cutting?
horWPfCfog8,Bengali kitchen with foreign language.....🤣🤣🤣
horWPfCfog8,this 3 episode series is a must-watch for any beginner level bengali chef
horWPfCfog8,That is a lot of equipment…
6vSfiGW68PM,"Watching this 4 years after and I'm flattered
Thanku team Bong Eats♥️♥️"
6vSfiGW68PM,"Your videos are really amazing. I am settled in China, your videos are making me nostalgic daily basis, Also trying to cook some of your dishes, finally, great, keep it up."
6vSfiGW68PM,really refreshing.....
6vSfiGW68PM,Ma'am your instructions speed is very fast. please slow down.
6vSfiGW68PM,You guys have the potential to create world wide Bengali food chain. U can help lot of small scale businesses in Bengal.
6vSfiGW68PM,U guys r oswam.. Editing is just oswam..
6vSfiGW68PM,"I dint notice that these info were available for more than 2 years now, im glad i eventually came upon these, i find this enlightening in away. Great job guys 👍👌"
6vSfiGW68PM,❤️👍🏻🙏 thanks
6vSfiGW68PM,THANK YOU
6vSfiGW68PM,Please suggest your knife brand name..its looking too good
6vSfiGW68PM,"I can relate to that ""dudh na khele.."" because I used to hear my grandmother berating my brother. I used to add sugar to mine since I found it too plain, and then used to dream of feeding hundreds of kilos of jaggery to dairy cows."
6vSfiGW68PM,thanks a lot!so much useful.
6vSfiGW68PM,Excellent  video .. thanks  a ton .for making  such a beautiful  video  though I m not a bengali  .. pls tell how many days a fish can stay fresh in freezer as well as fridge  .. thanks is it necessary  to consume the same day
6vSfiGW68PM,Ah..how do u know my shopping list?? 😁 Kidding guys..love it videos.
5FaUMn4SSSo,"Please post a video on the use of these spices as well. Mainly Shah jeera, kababchini ( not commonly used)"
5FaUMn4SSSo,culinary wes anderson vibe
5FaUMn4SSSo,Yeast
5FaUMn4SSSo,9:08 there was one time when i mistook radhuni for ajwain for my butter paneer. it was surely different
5FaUMn4SSSo,Very useful vedio
5FaUMn4SSSo,"Thank you for making such an essential video on Bengali Kitchen Setup. This is a see and must-have, especially for those living outside of Bengal and abroad. This is a heavenly gift for Bengalis living overseas and carving for Bengali food."
5FaUMn4SSSo,"I just finished eating and was hoping to find something to watch and fall off to sleep. And now I am watching your videos with a pen and paper, standing in from of my very own pantry."
5FaUMn4SSSo,Gajab!!! Amazing to see your research and details.  Great work duo. 👏
5FaUMn4SSSo,"PLEASE TURN OFF THE MUSIC IN THE BACKGROUND.  IT HURTS THE EARS SOON AS IT STARTS.
SO DARN IRRITATING!!!!!  NO COOKING, DEMO, DIY, TOUR, TRAVEL, WILDLIFE VIDEO SHOULD HAVE ANY MUSIC.
YOU ARE RUINING THE VIDEO BY ADDING EXTRA NOISE. THERE IS ZERO ADDED BENEFIT TO TURN ON MUSIC, AND 100 REASONS WHY IT SHOULD BE OFF COMPLETELY."
5FaUMn4SSSo,"I follow your every recipe video,,and everyday in my life I am becoming a better better cook,also akhon jehetu baper barite thaki tai baba bole tui bia korle tor bari giai rojj khabo.....the best ❤line i got...just for you ❤️ jader maa absent tader jnno cooking sekhano ta Sera korchen apnara"
5FaUMn4SSSo,havent seen those round  noodles here in mumbai
-B6Kn4fSnzw,Whenever I cook this it absorbs oil and get soggy
-B6Kn4fSnzw,Can we use besan instead of Maida?
-B6Kn4fSnzw,Bengali dish is my all time favourite... thank you for sharing this recipe 🙏☺️
-B6Kn4fSnzw,I made this yesterday 😌 taste was so delicious 😋.. Simple recipe turned out great... Love from Bangladesh ❤️
-B6Kn4fSnzw,mouth watering......
-B6Kn4fSnzw,Apnar channel er sound ta osadharon
-B6Kn4fSnzw,Apnar j product ache T- shirt oigulor price kano show korchna ??
-B6Kn4fSnzw,Can we replace maida with besan?
-B6Kn4fSnzw,"What an innovative recipe, never heard of ... Thanks dear"
-B6Kn4fSnzw,Indonesian people eat this pakora a lot.
-B6Kn4fSnzw,Hi....I wanted to know if we could add besan in place of Maida?
-B6Kn4fSnzw,Banalam ! It turned out so well :-) Thanks for sharing the recipe !
-B6Kn4fSnzw,"Amazing videos, kindly upload for making tea.."
C5ssoePb61Y,Ami jokhun banalam mustard seeds diye teto hoye gaiche.
C5ssoePb61Y,Eye soothing mouthwatering ❤❤❤❤
C5ssoePb61Y,"Khub bhalo hoyeche khete, thanks for sharing the recipe"
C5ssoePb61Y,What is other name for bori( ingredient)
C5ssoePb61Y,"Ess ae vdeo ta dekhar por, onek khrap lagche,ato din data gulo amr Dustbin a geche sab....ahkn thke r felbo na..."
C5ssoePb61Y,"A ta to paachmeshali torkari hoye galo, exclusively foolkopir datar chorchori holo na to"
C5ssoePb61Y,My favourite ❤️
C5ssoePb61Y,From where didbyou buy this knife..i also want thisbknife it cuts out smoothly
C5ssoePb61Y,Can I ask what's the purpose of putting bori  into most things?
C5ssoePb61Y,Worst cookery channel ever. Presents every simple recipe into a herculean task. Definitely not a bengali dish
C5ssoePb61Y,"Mam your cauliflower stalks in a fiery masala curry recipe video is really looking very yummy, nice, delicious and mouth watering and tasty to eat mam and once again happy all the puja festival of this year 2022 celebrated in our country India to you and your family from me mam 👋😀👌👌👍👍🍫🍫🍰🍰🙏🙏🌹🌹🇮🇳🇮🇳💐💐"
C5ssoePb61Y,Which dal bori use in this recipe? TIA..
C5ssoePb61Y,For a change ei music ta use koray khub bhalo laglo
C5ssoePb61Y,"The fact that you guys have knowledge about the other names of the same Asian dishes as ours is another level of satisfaction! 
I admire how well you explain all the options available.. 
Thanku bong eats. ❤❤❤"
2m301mBiUls,"I have been trying your recipes for years. Your channel has kind of been my হাতে খড়ি 🥰
But don’t know why I failed in this recipe 😢
The sugar didn’t melt for the puli after long and by then the coconut turned brown. Finally had to add some milk 😣"
2m301mBiUls,Kindly provide rosbora & patisapta recipe
2m301mBiUls,First recipe of bong eats I failed 😞 puro suji narkeler payesh hoye che puli bhenge
2m301mBiUls,Why are you add salt in milk.
2m301mBiUls,"I made this twice. But third time, the puli broke down in the milk. I don't know what I did wrong. 😢"
2m301mBiUls,"i always wanted to explore the vibrsnce of West Bengal ,and through your channel i am learning the art of bengali food and music 🥰"
2m301mBiUls,Loved this.
2m301mBiUls,"After watching this video I tried rosopulli many times, but pulli breaks when I put in milk... what should I do that pulli won't break... please help.."
2m301mBiUls,Uff Amar o thakumar Kotha mone pore help.Amrito!!
2m301mBiUls,It was tasty though I don't know why all the 'round things' didn't hold their shape they broke into the milk mixture
2m301mBiUls,"Hello BongEats !
Can you please post a Rasmalai Recipe, if possible . . ?"
2m301mBiUls,This is my favourite channel ❤️❤️❤️❤️
2m301mBiUls,Can we make this with desiccated coconut powder?
2m301mBiUls,I love your videos from memari
2m301mBiUls,Can we use patali gur for sweetening the milk in place of michri?
2m301mBiUls,Lovly cooking bt my Puli messed up while cooking and broke out ...plz help
wENVDMMG-Ks,"Dekhe khide pache. Lunch already made. But after seeing your recipe, remaking lunch. Aager ta fridge e tule rakhlam 😊. Thank you ❤"
wENVDMMG-Ks,Best and healthiest food
wENVDMMG-Ks,Healthiest meal must say....
wENVDMMG-Ks,This is a real comfort food. A nostalgia😊.. a way to our  hearts since childhood❤
wENVDMMG-Ks,"Your videos are awesome no doubt. But, it takes us down the memory lane and makes us miss our loved ones who are no more with us😢... U both are absolutely talented 2:51"
wENVDMMG-Ks,"when spronlle raw mustard oil does it not hurt stomach , k am from kerala in US i now but organic mustard oil when i cook north infian dishes its good , once i used raw sprinked on my parantha i had severe stomach ache i googled its said no to consume  mustard oil without heating is it?"
wENVDMMG-Ks,My mom used to make this dish for breakfast during my school days. This dish with some jhuri aloo bhaja
wENVDMMG-Ks,I loved this video
wENVDMMG-Ks,This food has saved my life during my office days. Please bring a Bengali voice over version of this video on your Bengali channel.
wENVDMMG-Ks,Chee bt egg to acche se boil karna chaiye tha
wENVDMMG-Ks,"The lady has very nice
&
Long fingers.

Lovely to watch following the cooking process... 
☺️"
wENVDMMG-Ks,"My mom preferred to mix the alu, & whatever vegetables that was boiled separately with mustard oil, salt & chillies...& then have it with rice... Growing up I used to eat this everyday while going to school in the morning.... Sometimes I used to just eat the rice 😅😅😅"
bWLxmBdgJgw,This sandwich is from N.V. Stores on Free School Street near New Market. Which is your favourite sandwich shop? Let us know.
bWLxmBdgJgw,"I’ve just made this, exactly to the recipe. It’s great. I was intrigued by the adding of Onions and Coriander, but it really does work."
bWLxmBdgJgw,Bina oven e cake recipe chai pls pls pls
bWLxmBdgJgw,I made this its taste nice but I coudnt handle fire so I made on sandwich maker
bWLxmBdgJgw,Why don't u grill the sandwich in an OTG? just curious
bWLxmBdgJgw,NV stores make the best sandwiches..... Thanks for sharing the recipe
bWLxmBdgJgw,"I have hassled through so many youtube channels to find out authentic bengali chowmine and sandwiches but couldn't find any. But your chowmine recipie came out perfect. Now for any other dish .. i only follow your videos.❤ from maharashtra.
I would like to see different type of sandwich recepies . If you could do so i would l would love them.❤❤ @bongeats"
bWLxmBdgJgw,"Thank you.Today i try it,it is yummy"
bWLxmBdgJgw,How do you get these famous places recipes? As in do they tell you?
bWLxmBdgJgw,"best eggs I have ever cooked !
this recipe is simply amazing"
bWLxmBdgJgw,Everyone in my house loved it❤️❤️
bWLxmBdgJgw,Wow!!... Very good recipe...
bWLxmBdgJgw,"This is exactly what I was craving for🤤
Thank you....Bong eats❣️"
bWLxmBdgJgw,What if I put cheese slice as well ?
dtyekBblwkA,Thank you so much for this video. Today I made it for my brother birthday and everyone is praising me ❤
dtyekBblwkA,"I wanted to make this cake this winter but did not have such measuring instruments to measure out in gms and ml.
It would be quite helpful if measurements are given in cups and spoons"
dtyekBblwkA,More cake recipe please
